Дата,Эффективное энергопотребление,Ожидаемое энергопотребление,Разница в энергопотреблении (эффективная-ожидаемая),Интервал прогноза низкий,Интервал прогноза высокий,Набор данных обучения или прогнозирования,Эффективное скользящее среднее энергопотребления,Интервал прогноза - низкое скользящее среднее,Интервал прогноза с высоким скользящим средним
2020-09-21,3700325.29749998,3688199.85349529,12125.4440046903,3462077.01822427,3910021.69065238,t,,,
2020-09-22,3788744.23770003,3749434.40117256,39309.8365274696,3523926.44779758,3974394.46704784,t,,,
2020-09-25,3645091.70954998,3708839.52076988,-63747.8112199008,3487946.08092499,3909510.66433122,t,,,
2020-09-28,3565522.87049999,3569298.17314705,-3775.3026470663,3327434.12724111,3784109.87816836,t,,,
2020-10-02,3671799.22527491,3598811.44297626,72987.7822986431,3389291.00056647,3807621.48765706,t,,,
2020-10-06,3698731.07149997,3636670.34197918,62060.7295207884,3422066.18747946,3844726.2970436,t,,,
2020-10-07,3662225.633,3654327.14736056,7898.48563943384,3448752.37695331,3876775.45883321,t,,,
2020-10-09,3616388.60138662,3607166.26112049,9222.34026613459,3393088.77842332,3829662.7044614,t,,,
2020-10-15,3698529.16657502,3792617.89628638,-94088.7297113594,3578158.87612362,4022017.62333419,t,,,
2020-10-22,3780325.01399993,3729286.00719244,51039.0068074819,3497615.82512295,3959421.93745593,t,,,
2020-10-28,3746890.21950003,3762188.91776217,-15298.6982621392,3548158.87895536,3980093.03808717,t,,,
2020-11-01,3077635.42749999,2922773.02635908,154862.401140909,2697214.77430002,3142118.550994,t,,,
2020-11-05,3680354.53299995,3786232.74273612,-105878.209736175,3577305.83870793,4008649.21850174,t,,,
2020-11-07,3155451.90599998,3172365.957229,-16914.051229021,2963763.10189061,3413923.11843654,t,,,
2020-11-10,3605822.64899997,3725506.55492525,-119683.90592528,3507812.7819176,3951622.67050255,t,,,
2020-11-14,3139655.45149995,3163395.89673921,-23740.4452392603,2940279.48168701,3379243.05853984,t,,,
2020-11-18,3635071.4915,3732283.7980361,-97212.3065361031,3511261.87536015,3958000.31206919,t,,,
2020-11-25,3653004.77350002,3765432.62055925,-112427.847059227,3541295.90279745,3973313.9314836,t,,,
2020-11-26,3694426.30499996,3780488.28894012,-86061.983940158,3553451.82443666,3988128.26101147,t,,,
2020-11-30,3704844.04639084,3769627.15031585,-64783.1039250134,3545612.82263694,3984295.6448648,t,,,
2020-12-01,3815169.56350007,3837129.35328989,-21959.7897898229,3616963.58369488,4054304.29790998,t,,,
2020-12-03,3773311.10230493,3817382.29061464,-44071.1883097044,3597330.81451008,4030292.09664566,t,,,
2020-12-06,3152953.19499999,2949882.9152303,203070.279769681,2732223.45527913,3188138.06701788,t,,,
2020-12-10,3942880.33150005,3854225.77768998,88654.5538100707,3628895.53796195,4067603.53760329,t,,,
2020-12-13,3085937.32349988,2906450.40415509,179486.919344787,2688627.87480945,3134276.57687734,t,,,
2020-12-14,3790921.69500003,3720485.32373235,70436.3712676824,3499663.58940963,3941183.56600718,t,,,
2020-12-17,3757101.3309999,3795492.16698755,-38390.8359876508,3558406.67270806,4042050.22130689,t,,,
2020-12-21,3502504.26399998,3454133.14238314,48371.1216168413,3225134.19363951,3666121.8416161,t,,,
2020-12-28,3328605.77500005,3457029.97382705,-128424.198826999,3240052.22658872,3692398.76058088,t,,,
2020-12-29,3415146.11449994,3512943.45566985,-97797.3411699175,3264434.12909156,3740262.96943348,t,,,
2020-12-31,3260333.40899994,3282981.02506143,-22647.6160614919,3055966.71360574,3501350.64048549,t,,,
2021-01-01,2926566.65099999,2937402.54405984,-10835.8930598502,2708805.70226597,3167247.66522011,t,,,
2021-01-02,3143656.22550014,2993411.30604715,150244.919452987,2759447.24111008,3204721.52795394,t,,,
2021-01-04,3756036.169,3785870.16626135,-29833.9972613426,3560940.71022266,4027269.84497411,t,,,
2021-01-08,3681971.31449995,3797164.64033249,-115193.325832543,3591468.14069989,4037148.89877143,t,,,
2021-01-11,3787635.51699994,3788035.45985937,-399.94285943592,3557636.52657703,3992995.15981253,t,,,
2021-01-12,3842507.82099997,3828242.76801207,14265.0529879048,3611920.21147017,4068123.07638991,t,,,
2021-01-15,3790374.5645,3824736.94894473,-34362.3844447322,3615678.61715918,4050668.22331366,t,,,
2021-01-17,3100950.597,2974066.60297539,126883.994024609,2773485.99112193,3195014.2712789,t,,,
2021-01-20,3720286.50050001,3773008.16654018,-52721.66604017,3546364.33960607,4005499.16909643,t,,,
2021-01-22,3633330.87699992,3733325.72166291,-99994.8446629881,3504626.82144132,3962061.00390246,t,,,
2021-01-28,3673868.09899996,3780315.70054604,-106447.601546079,3563484.86819185,4015961.32270794,t,,,
2021-02-02,3674946.10800006,3765014.14350513,-90068.0355050704,3548806.88420366,3994101.23687182,t,,,
2021-02-11,3809401.08499995,3896309.7478255,-86908.662825556,3672631.70201493,4106868.13822059,t,,,
2021-02-15,3671443.55899998,3652977.03216118,18466.5268388069,3452859.81794471,3880624.93970168,t,,,
2021-02-17,3515434.2715001,3618071.1250296,-102636.853529506,3390154.59717063,3827502.02248735,t,,,
2021-02-19,3456235.175,3580304.73154738,-124069.556547377,3358849.07872637,3809855.22054275,t,,,
2021-02-20,3100232.535,3022031.19945925,78201.3355407505,2806098.02475964,3255656.38363933,t,,,
2021-02-26,3362237.95572993,3564360.19689988,-202122.241169942,3340221.45316665,3782190.87045649,t,,,
2021-03-05,3563779.33874342,3751064.59818854,-187285.259445122,3525706.84503127,3971060.92602247,t,,,
2021-03-09,3516020.37134804,3705962.93679701,-189942.565448976,3458298.00845962,3917258.82876407,t,,,
2021-03-15,3530131.69956515,3687653.81223517,-157522.112670016,3467703.87535389,3914712.94298655,t,,,
2021-03-16,3564517.26075882,3727021.52634027,-162504.265581451,3517459.27331469,3956017.45128704,t,,,
2021-03-21,2916309.64074013,2906412.23731642,9897.40342371026,2680710.04305608,3113495.30609776,t,,,
2021-03-22,3555977.31283688,3703455.182392,-147477.869555117,3480202.79923278,3939634.92491432,t,,,
2021-03-28,2712991.28585946,2610390.70444203,102600.581417434,2384770.47750948,2835333.63380049,t,,,
2021-04-03,2997375.83010579,2996074.0288101,1301.80129568372,2770815.44858256,3227152.97472085,t,,,
2021-04-05,2848713.36012531,2739755.93510435,108957.425020962,2504244.50081971,2981987.74360414,t,,,
2021-04-08,3375012.40321213,3471371.56648821,-96359.163276074,3255439.14433297,3693248.68494559,t,,,
2021-04-17,3002113.19283586,3069363.87623075,-67250.6833948898,2849452.33079855,3285613.9646188,t,,,
2021-04-19,3393811.2637807,3624819.02553385,-231007.761753156,3399575.86380845,3853196.68752163,t,,,
2021-04-22,3350994.83850002,3583870.57475283,-232875.736252809,3374013.1617763,3795086.17864587,t,,,
2021-04-23,3367939.65049149,3502675.01359056,-134735.363099072,3286714.19820863,3733116.61450323,t,,,
2021-04-24,3031141.66843039,2934940.67204437,96200.9963860242,2720350.07270036,3175030.76805348,t,,,
2021-04-26,3344941.84882232,3513575.44269815,-168633.593875828,3302018.88067575,3717437.07647739,t,,,
2021-04-29,3399056.3013239,3656172.01955879,-257115.718234884,3442906.53617409,3864268.57724434,t,,,
2021-05-04,3400552.60949998,3588623.32947072,-188070.719970745,3374921.3217673,3806802.21166169,t,,,
2021-05-05,3406179.49650006,3589325.04424172,-183145.547741662,3368192.79685154,3822138.10811395,t,,,
2021-05-08,2945013.88549992,2940163.1729633,4850.71253662836,2717836.07281999,3160315.41059407,t,,,
2021-05-09,2785671.33762231,2839931.70871502,-54260.3710927176,2616948.18042311,3064300.17588915,t,,,
2021-05-11,3587609.79700006,3741809.8284137,-154200.03141364,3522401.58025157,3966112.41442421,t,,,
2021-05-13,2930499.35550009,2848273.13051969,82226.2249804018,2632109.30237239,3054924.26365126,t,,,
2021-05-18,3402680.73500006,3594864.60565542,-192183.870655359,3366719.56226815,3817994.47034506,t,,,
2021-05-20,3342023.86549999,3621777.54425291,-279753.678752919,3409518.93742754,3839798.50094632,t,,,
2021-05-22,2888154.345,2949716.29339874,-61561.9483987391,2722021.86735883,3180397.88333819,t,,,
2021-05-24,2781203.79449995,2734999.62959409,46204.1649058601,2519412.49318644,2964239.32558745,t,,,
2021-05-26,3379442.28049995,3651059.36154802,-271617.08104807,3435441.79397574,3884762.69108402,t,,,
2021-05-29,2891730.83949998,2983870.72396675,-92139.884466778,2753471.59841115,3212430.42558869,t,,,
2021-05-30,2640902.78249997,2630310.58845616,10592.1940438165,2417450.14446224,2863378.15130096,t,,,
2021-06-01,3494112.8,3581095.82774189,-86983.0277418988,3346392.46710715,3813912.57418551,t,,,
2021-06-08,3612011.25050005,3674102.87854801,-62091.6280479613,3427645.97796616,3911886.32320269,t,,,
2021-06-09,3607009.93349993,3626305.51330017,-19295.5798002472,3406264.15433622,3854962.19588884,t,,,
2021-06-12,3163821.62300006,3197983.81170582,-34162.1887057601,2977873.97007223,3443567.85508785,t,,,
2021-06-16,3787453.36411592,3892845.75754943,-105392.393433515,3657194.63343315,4112746.49384901,t,,,
2021-06-18,3942581.529,3940287.99942759,2293.52957240772,3707449.88605979,4165008.57266853,t,,,
2021-06-28,3696326.01673875,3691520.83038563,4805.18635312095,3466295.88406835,3889161.23122265,t,,,
2021-06-29,3643289.8917642,3669036.82371589,-25746.9319516928,3445698.92163643,3888087.38303613,t,,,
2021-07-01,3551533.85590414,3674743.89803615,-123210.042132006,3454407.37624427,3910243.37172023,t,,,
2021-07-04,2867314.43000005,2740511.3148837,126803.115116352,2524021.70728505,2982681.01877803,t,,,
2021-07-09,3463845.72800003,3501877.67187081,-38031.9438707833,3279442.60583931,3721458.67238808,t,,,
2021-07-11,2793685.01150845,2669037.57070922,124647.44079923,2433217.34882256,2893444.35519032,t,,,
2021-07-20,3519029.98050002,3570235.70080173,-51205.7203017161,3360476.15158721,3785622.39075524,t,,,
2021-07-22,3539667.83238786,3639206.12284931,-99538.2904614499,3424724.70297927,3866467.64359417,t,,,
2021-07-27,3545865.89099998,3649182.5694913,-103316.678491326,3435202.42551466,3871763.6917033,t,,,
2021-07-31,3042574.40722503,3028962.23685503,13612.1703700037,2801322.20744663,3257257.21046547,t,,,
2022-01-31,3762938.95414994,3676481.74839401,86457.2057559243,3442971.82615429,3898341.49122772,t,,,
2022-02-15,3785351.35649996,3729259.46139141,56091.895108548,3512572.78136981,3959166.00182884,t,,,
2022-02-18,3622137.07597498,3649695.01486848,-27557.9388935063,3427884.03075081,3861703.15962053,t,,,
2022-02-21,3675464.0836751,3649544.8877251,25919.1959500005,3430257.05136302,3875555.91262565,t,,,
2022-03-06,2922122.21847504,2688593.99808883,233528.220386205,2469906.6421931,2918083.59702276,t,,,
2022-03-07,3396993.46157498,3488585.03214474,-91591.5705697648,3269885.51551966,3716466.96488025,t,,,
2022-03-09,3498749.83167492,3510423.21572634,-11673.3840514193,3292438.78718392,3728301.98949166,t,,,
2022-03-11,3500528.74630009,3484870.60733084,15658.1389692575,3241310.70927825,3711128.65608582,t,,,
2022-03-13,2878655.56040006,2750392.29126137,128263.26913869,2513804.54767009,2967627.77458498,t,,,
2022-04-19,3328305.74780006,3400141.24644896,-71835.4986488991,3171487.85352411,3632733.52858711,t,,,
2022-04-22,3351760.46522491,3379614.21226254,-27853.7470376301,3158150.26005714,3603319.12395209,t,,,
2022-05-03,3461131.26845006,3507952.93239872,-46821.6639486547,3273479.16182984,3732472.97496391,t,,,
2022-05-07,3007958.75117366,2978032.49854691,29926.2526267478,2756232.30109645,3195905.5527918,t,,,
2022-05-11,3583532.55109983,3695288.43917688,-111755.888077054,3475378.84487511,3922809.93566395,t,,,
2022-05-27,3232639.25272492,3538542.13702049,-305902.884295576,3296519.60600607,3767984.04337571,t,,,
2022-05-30,3337814.38987498,3373695.29053423,-35880.9006592524,3147594.41917446,3587196.57648635,t,,,
2022-06-14,3683001.86364998,3601095.73382627,81906.129823708,3386741.34979653,3818585.12619276,t,,,
2022-06-18,3396648.97942495,3439599.2225765,-42950.2431515581,3207256.0471326,3659614.29689265,t,,,
2022-08-10,3707035.22582498,3715914.82518211,-8879.59935712907,3480684.31269477,3927701.24496472,f,3486761.49225357,3395057.87521362,3564861.64594448
2022-08-17,3773765.55650003,3748938.25550549,24827.3009945396,3536681.96555845,3972787.42981564,f,3526022.39177501,3451597.98188667,3614158.2948469
2022-08-25,3758094.27855007,3844721.93694702,-86627.6583969495,3617223.20019098,4062170.28859229,f,3513594.54552502,3470546.12182459,3639129.56367646
2022-08-26,3707432.83209989,3757748.04639858,-50315.2142986949,3529724.31477656,3998474.23610599,f,3528898.6915,3469845.96343276,3648733.73754262
2022-09-27,3520174.44150007,3674387.98121992,-154213.539719855,3456349.20992213,3893296.84331788,f,3327669.1105857,3354799.6770546,3514849.16807965
2022-09-29,3529687.66155001,3683006.80223619,-153319.140686182,3459314.36203935,3922372.42583952,f,3333377.45097143,3341865.7741788,3503228.83401572
2022-09-30,3451130.73947498,3613110.45076089,-161979.711285911,3385174.52625945,3847123.82941536,f,3328715.00196071,3330922.58268572,3493340.33194392
2022-10-05,3406929.6824749,3490142.0608798,-83212.3784049046,3264047.26852532,3712365.69238967,f,3245013.28800357,3221398.24707227,3386437.86384173
2022-10-06,3423982.34760001,3545688.98132011,-121706.633720103,3321883.94652185,3763361.40154573,f,3238918.90467141,3216591.40866408,3382129.40518923
2022-10-09,2753275.23277485,2671332.50016288,81942.7326119617,2446015.05350329,2885201.76424853,f,3253483.85686785,3238428.1461229,3411417.95693031
2022-10-16,2842674.18099999,2791322.94217684,51351.2388231447,2554364.34862063,3007866.01883815,f,3338161.85451072,3317918.27734671,3486585.09788725
2022-10-18,3536242.509925,3640896.04139944,-104653.531474435,3410194.51618284,3873352.0800286,f,3359025.01484998,3353225.91536239,3523906.71921033
2022-10-23,2831383.19147491,2823772.60197425,7610.58950065821,2595428.44623356,3049480.83773247,f,3372117.9294,3370109.08659691,3545974.14543265
2022-10-31,3454975.62395011,3566452.13271552,-111476.508765417,3346162.19794926,3789818.99800023,f,3373574.77252143,3355971.42912544,3521421.05763062
2022-11-06,2938135.55777504,2807216.878433,130918.679342038,2590195.73844663,3053656.84362698,f,3403655.72554285,3375010.00656954,3543057.17236229
2022-11-08,3560129.35602503,3667785.61702155,-107656.260996519,3431611.43294996,3892145.27832056,f,3404836.92074643,3365458.82907426,3537698.12637352
2022-11-24,3652700.25067502,3698422.24332242,-45721.9926473997,3478777.32933048,3936198.8634137,f,3447871.50590395,3383265.30713482,3544967.25321028
2022-12-03,3213147.15777498,3179986.26450164,33160.8932733405,2950023.65230944,3402760.48353216,f,3502415.12707857,3421546.92462082,3586821.90955157
2022-12-05,3626126.87214988,3645166.36671631,-19039.4945664266,3432970.24887207,3874537.0092914,f,3514455.39363573,3424019.15173888,3589917.79137402
2022-12-06,3668678.17747503,3694111.05279192,-25432.87531689,3471539.10340169,3941357.07584303,f,3532645.12540001,3426962.84781303,3600021.69025088
2022-12-11,3160894.34650012,2955736.27771791,205158.068782205,2739270.36341758,3179041.15592179,f,3675017.95894285,3494111.56874929,3667315.16988793
2022-12-18,3199633.34169992,2914221.2924799,285412.049220021,2698793.89415685,3143344.89338593,f,3608087.93006071,3447602.35928219,3623144.95760613
2022-12-21,3641572.87967493,3704575.90595674,-63003.0262818085,3453490.95923802,3940382.32834931,f,3451237.87632858,3330709.40893565,3499808.28306446
2022-12-23,3420604.86699982,3647239.87491275,-226635.007912931,3428293.42741375,3862393.1837871,f,3262407.89627857,3071224.92521683,3245213.71179253
2022-12-24,2979361.0811752,2588745.01759208,390616.063583119,2361478.73827219,2815532.47288096,f,3201746.41628216,3026757.22731476,3206400.52399379
2022-12-25,2708057.73637491,1904458.01742997,803599.718944937,1690521.32985601,2134785.70477686,f,3145015.86908929,2985828.61621409,3155343.81870604
2022-12-26,2874213.17647498,2838976.57059091,35236.6058840696,2627765.14710108,3070895.54856717,f,3101534.23350356,2945740.55214313,3116805.45594195
2022-12-31,2930981.74100007,2517518.51700728,413463.223992784,2281102.27917348,2747394.18855089,f,3128722.97214285,2978099.48685976,3144910.28255076
2023-01-03,3357443.5678751,3412293.374019,-54849.8061439069,3202350.98524893,3640259.12175779,f,3203018.11795001,2980305.05118427,3153987.72152115
2023-01-06,3373606.22237511,3376542.38889249,-2936.16651738482,3154461.59927645,3607005.85625012,f,3282587.60379288,3185010.48481205,3367749.14599273
2023-01-08,2893962.25529997,2846127.83112594,47834.4241740243,2596233.11710276,3062877.96781267,f,3338935.99789643,3262611.33028315,3445139.92362331
2023-01-11,3615355.84312506,3705927.73621061,-90571.8930855519,3476299.0011799,3917059.98205001,f,3409019.43310716,3393357.13588668,3567456.33980856
2023-01-12,3595619.21307496,3707678.06494619,-112058.851871237,3480665.95466528,3940974.20968881,f,3415063.09366788,3389061.31600684,3562331.52547255
2023-01-13,3558499.44517514,3653536.77026036,-95037.325085219,3444803.85158056,3861159.58855879,f,3425051.88635714,3395602.38211977,3561347.46282116
2023-01-17,3702662.85709998,3746597.02270055,-43934.1656005667,3531862.17088033,3946432.25208633,f,3502050.52312499,3425206.35603411,3592960.32302013
2023-01-24,3806388.05932499,3732419.00951581,73969.0498091835,3500967.60441863,3942144.18882759,f,3618656.54080357,3456910.02591857,3623990.61741689
2023-01-26,3812438.79899997,3782531.59398646,29907.205013507,3538837.65881243,4002986.23521054,f,3623367.92819287,3449636.53451034,3623269.50703575
2023-02-04,3144433.06859996,3126500.791937,17932.2766629644,2889991.0172427,3338933.96167792,f,3465081.68087501,3388012.02623762,3564511.69619043
2023-02-07,3655370.60500006,3674659.10031981,-19288.4953197506,3474112.41613858,3889792.9239072,f,3461842.80163286,3392005.34073345,3571765.4163816
2023-02-12,2803972.18234988,2794609.29771505,9362.88463483658,2564195.8097639,3009935.87096964,f,3337861.13884135,3351099.17331083,3524055.86362496
2023-02-15,3472417.53732319,3625288.26208462,-152870.724761423,3390229.03540004,3841678.40048002,f,3278022.36911138,3322045.164496,3490525.22921238
2023-02-16,3434755.62292298,3625207.30166249,-190451.678739518,3399637.4949027,3862975.7197555,f,3265144.11762212,3310750.21833291,3484351.85388931
2023-02-17,3399632.9573224,3639129.49898161,-239496.541659208,3407548.81909184,3854976.25006663,f,3241723.91706926,3285902.63041253,3462122.88728648
2023-02-18,2915300.90722505,2961318.2229885,-46017.3157634423,2743038.90004874,3190441.68675528,f,3220365.3048152,3264075.48510645,3440315.08897884
2023-02-19,2713824.42192502,2714225.52016768,-401.098242667504,2489700.68846466,2939447.69060594,f,3204607.20036836,3249514.67215381,3433050.25943839
2023-02-21,3325573.02336184,3491333.68005918,-165760.656697338,3269362.22419795,3729329.08897353,f,3177815.76920115,3218873.02845357,3396097.43819892
2023-02-24,3293696.83834999,3482252.95989579,-188556.121545801,3263060.6358553,3712311.31792479,f,3201416.60671889,3253071.91714018,3424763.75882485
2023-02-26,2847275.99555002,2724495.49344355,122780.502106471,2493932.84798833,2946191.33379718,f,3232442.07082143,3282748.75011057,3464660.03129387
2023-03-03,3365691.0564749,3497340.29246264,-131649.235987743,3273717.97587196,3710830.28640422,f,3270565.8720857,3285898.46323396,3472606.33601803
2023-03-06,3476820.837675,3640535.68051742,-163714.84284242,3431634.12709813,3877358.7767941,f,3267517.78916784,3288179.78130375,3473727.57919089
2023-03-10,3382363.75085015,3613202.86892188,-230839.118071735,3400885.70651351,3851500.25109845,f,3260264.32440001,3317609.12149188,3495793.98632575
2023-03-18,2934105.68749992,2997178.67305139,-63072.9855514658,2775455.96804957,3233339.75400531,f,3267008.94477859,3292403.76130588,3459611.04429408
2023-03-24,3477439.99402492,3609914.73623548,-132474.74221056,3379157.19209429,3831057.29702503,f,3257376.7267643,3292953.12981618,3476436.07434239
2023-03-25,3006212.62229999,3046596.38347032,-40383.7611703244,2829117.02289378,3277894.72150743,f,3256240.50246785,3280917.77662414,3459462.87702302
2023-03-26,2689200.64635005,2739413.21711717,-50212.5707671228,2498229.73665475,2974362.22053775,f,3261937.49547859,3302066.86285592,3474228.77470702
2023-04-01,2966910.19675006,2936979.92775183,29930.2689982341,2725491.99115037,3163722.5803383,f,3209507.85482857,3211854.98054478,3393670.21370268
2023-04-06,3208575.72197493,3432964.33356723,-224388.611592301,3210262.97881162,3668004.86957014,f,3061968.63673929,3013408.87305345,3188461.13517712
2023-04-07,2837126.56720007,2748544.51978998,88582.0474100844,2538851.58417985,2983263.87800315,f,2980690.58657142,2880916.92187344,3054177.24030173
2023-04-09,2565900.90717502,2383258.74487293,182642.162302083,2158970.12795444,2599019.9290671,f,2977182.20631785,2912489.08278169,3081082.95862356
2023-04-11,3312272.22565002,3488873.27995407,-176601.054304046,3270735.59394012,3717322.05151267,f,3061493.46342857,3007141.84328569,3178123.54979373
2023-04-12,3348556.29552493,3521584.71474448,-173028.419219554,3289645.82659777,3744386.71802191,f,3077473.55987855,3008660.34458968,3181636.01844983
2023-04-13,3366276.72657505,3450619.67569673,-84342.9491216801,3226463.74615392,3682008.07280357,f,3113855.85158571,3065400.92304251,3236767.42160797
2023-04-18,3401996.41659998,3558408.04983296,-156411.633232979,3341924.61781649,3767256.52484062,f,3248251.92114999,3288179.26664607,3468174.61093581
2023-04-21,3395805.01367495,3535191.52804899,-139386.514374037,3302293.84460643,3757241.94075715,f,3225761.11180714,3261819.61491451,3444007.91654304
2023-04-23,2726304.40139989,2642315.11777526,83989.283624629,2412924.17881409,2861131.27403239,f,3239505.48291786,3252304.20817885,3432916.41968516
2023-04-24,3335661.08267505,3467975.49691597,-132314.414240918,3219396.42938125,3693799.98821166,f,3236280.99723929,3229906.36224866,3414982.8662321
2023-04-26,3398520.06229997,3520136.22990129,-121616.167601326,3299651.60972859,3755589.02676768,f,3234739.23756069,3227611.1044559,3400259.92458624
2023-04-29,2911653.50277491,2928244.18233332,-16590.6795584108,2725898.69085608,3156688.57092738,f,3133045.36157281,3124895.64300123,3306724.80611387
2023-04-30,2689682.31217779,2702975.35752194,-13293.0453441544,2481386.72235562,2937952.24536232,f,3121597.37057878,3112542.72380114,3296723.35186181
2023-05-06,2924017.8457847,2965362.44907558,-41344.6032908773,2748310.73263687,3197113.08122892,f,3224596.6278648,3235070.98234108,3416720.09084136
2023-05-14,2687755.01860874,2643606.77505278,44148.2435559644,2437043.92023464,2866534.49687219,f,3203275.32817893,3235824.17898559,3420318.8654736
2023-05-15,3318879.47571392,3443198.54589866,-124319.070184734,3212757.92433928,3681634.90626166,f,3116473.91005878,3122060.05379954,3299858.99242422
2023-05-17,3259342.99523962,3518912.96645624,-259569.971216623,3290130.3132307,3746288.23427192,f,3070332.4907913,3134017.19213588,3309528.34337689
2023-05-18,2777440.56901688,2752108.41333884,25332.1556780464,2533648.88734333,2977599.33441199,f,3065606.60412484,3132303.59087609,3316007.14598888
2023-05-19,3091080.68406843,3514276.72157628,-423196.037507853,3294069.14016307,3732231.05089039,f,,,
2012-01-19,4957307.185,4641879.47807206,315427.706927943,4430898.74836125,4852446.80615113,t,,,
2012-01-20,4916656.6925,4584558.00147953,332098.691020469,4367988.45794015,4804722.21129358,t,,,
2012-02-26,3598277.9375,3618491.06425663,-20213.1267566346,3415525.90978553,3821672.98123977,t,,,
2012-02-27,4167266.9,4375472.42394228,-208205.523942281,4153459.55611743,4592792.41081943,t,,,
2012-03-02,4574974.07,4372726.29081016,202247.779189839,4140271.35802847,4589304.44411409,t,,,
2012-03-05,4745504.3925,4538552.36869485,206952.023805154,4327796.33895061,4751386.33263297,t,,,
2012-03-30,4498144.8925,4411479.38503693,86665.5074630696,4181374.7074922,4618898.17159383,t,,,
2012-04-02,4400345.2675,4380206.96719943,20138.3003005693,4146660.36220726,4595555.13949963,t,,,
2012-04-03,4519754.8475,4544840.56368717,-25085.7161871716,4327640.07789318,4782697.08169705,t,,,
2012-04-07,3646219.805,3838652.23838515,-192432.433385152,3609669.52565502,4060566.34052532,t,,,
2012-04-09,3418541.995,3633566.34218957,-215024.347189573,3419644.72023531,3863495.83599678,t,,,
2012-04-11,4444286.01,4419745.50498882,24540.5050111758,4210080.91788879,4657630.26768808,t,,,
2012-04-15,3566510.9325,3746384.3871062,-179873.454606198,3526308.41525922,3959575.45599798,t,,,
2012-04-16,4602200.675,4551538.19086526,50662.484134743,4312840.34322954,4763534.82306341,t,,,
2012-04-18,4510736.9575,4503517.77771634,7219.17978366185,4287954.80933158,4717121.95406486,t,,,
2012-04-29,3428761.255,3637641.83189717,-208880.576897167,3416052.27825714,3863750.21964095,t,,,
2012-05-01,3576117.975,3874883.3615788,-298765.386578799,3636107.70416393,4099214.12864967,t,,,
2012-05-04,4481103.0975,4384903.15889925,96199.9386007488,4169448.62011924,4625856.6843973,t,,,
2012-05-05,3834080.33,3934890.07227467,-100809.74227467,3711412.25863348,4150736.30006752,t,,,
2012-05-30,4642914.8125,4506661.02083441,136253.791665587,4306763.7791532,4715280.89461842,t,,,
2012-05-31,4698263.0325,4529394.15125294,168868.88124706,4311897.56340698,4744226.47255833,t,,,
2012-06-03,3540591.5625,3723441.83375127,-182850.271251271,3515354.98421139,3964453.16011246,t,,,
2012-06-06,4574314.075,4519910.0879053,54403.9870947013,4294195.3771341,4738262.09853877,t,,,
2012-06-15,4645925.71,4457006.08947344,188919.620526556,4216359.05159787,4680158.84181003,t,,,
2012-06-16,4020687.4725,4022979.27146311,-2291.79896310577,3796683.99642765,4231288.46856319,t,,,
2012-07-02,4608615.0075,4428446.4568721,180168.550627897,4195753.99614956,4653103.89831117,t,,,
2012-07-04,4641231.795,4478066.37415475,163165.42084525,4264576.81312447,4710464.08199547,t,,,
2012-07-07,3841546.5125,3869669.74727242,-28123.2347724233,3651938.21782819,4087947.4962833,t,,,
2012-07-19,4560100.435,4500142.95799937,59957.4770006277,4270702.80606931,4730507.57691932,t,,,
2012-07-21,3670972.54,3785717.67028948,-114745.130289476,3556477.10428102,4003868.87948145,t,,,
2012-08-06,4521955.8,4419935.1913213,102020.608678699,4193952.70020791,4651376.23510166,t,,,
2012-08-07,4470158.64,4369945.33803218,100213.301967821,4165042.45336788,4598008.74219906,t,,,
2012-08-10,4515972.145,4350173.01864868,165799.126351325,4121949.15259257,4596082.11383202,t,,,
2012-08-11,3801481.8725,3795624.1189145,5857.75358549785,3583869.13284101,4016431.90566792,t,,,
2012-09-01,3841065.165,3951156.12840597,-110090.963405965,3733500.26591609,4164706.37606613,t,,,
2012-09-05,4668893.5875,4530072.35746419,138821.230035806,4286116.39705386,4750077.84519891,t,,,
2012-09-06,4622439.2625,4483812.00664355,138627.255856448,4260399.56762336,4713691.95396729,t,,,
2012-09-07,4532893.39,4388932.76227368,143960.627726322,4156182.8944103,4591408.1704617,t,,,
2012-09-14,4384760.305,4325248.82117499,59511.4838250056,4087935.04397586,4554964.55606743,t,,,
2012-09-20,4450707.4325,4424666.52144049,26040.9110595146,4208299.38191193,4655183.97189689,t,,,
2012-09-23,3412334.425,3599920.81969707,-187586.394697066,3371071.40566369,3818882.78727452,t,,,
2012-09-25,4550310.435,4473330.06254449,76980.3724555103,4250180.53329759,4708966.43163281,t,,,
2012-09-29,3787301.24,3895771.02810753,-108469.78810753,3675576.77746872,4118338.67108948,t,,,
2012-10-01,4414592.565,4316945.82657,97646.7384300027,4094967.9768224,4528197.06317319,t,,,
2012-10-06,3746674.4525,3850780.30968636,-104105.857186358,3611175.99783868,4072586.27155336,t,,,
2012-10-07,3422249.6575,3563831.69136817,-141582.033868168,3332103.90594816,3808235.53787093,t,,,
2012-10-12,4483773.4225,4346136.34925604,137637.073243964,4131221.16653852,4572017.39181832,t,,,
2012-10-13,3745335.755,3826993.27797087,-81657.5229708683,3602952.44637767,4042578.88538875,t,,,
2012-10-18,4553546.5,4457605.07165797,95941.4283420304,4223724.861311,4680696.93026493,t,,,
2012-10-20,3816780.6375,3897485.80664666,-80705.1691466598,3680895.2907127,4106123.79757297,t,,,
